Datetime,open,high,low,close,HT_DCPERIOD,HT_DCPHASE,ADD,DIV,MAX,MIN,MULT,SUB,SUM,ATAN,CEIL,COS,FLOOR,LN,LOG10,SIN,SQRT,TAN,TANH,ADX,ADXR,APO,AROONOSC,BOP,CCI,CMO,DX,MINUS_DI,MINUS_DM,MOM,PLUS_DI,PLUS_DM,PPO,ROC,ROCP,ROCR,ROCR100,RSI,TRIX,ULTOSC,WILLR,DEMA,EMA,HT_TRENDLINE,KAMA,MA,MIDPOINT,MIDPRICE,SAR,SAREXT,SMA,T3,TEMA,TRIMA,WMA,AVGPRICE,MEDPRICE,TYPPRICE,WCLPRICE,BETA,CORREL,LINEARREG,LINEARREG_ANGLE,LINEARREG_INTERCEPT,LINEARREG_SLOPE,STDDEV,TSF,VAR,ATR,NATR,TRANGE,D+0 ALTA,D+1 ALTA
2023-12-04 11:29:00-03:00,127562.7421875,127562.7421875,127554.03125,127554.03125,21.1914031056253,55.01932272914065,255116.7734375,1.000068292137964,127578.21875,127399.34375,16271142003.320068,8.7109375,3824939.3671875,1.5707884869799555,127555.0,0.6108433104892037,127554.0,11.756295328323365,5.105694188715815,-0.7917515077539103,357.14707229655403,-1.2961613791265447,1.0,10.676192701747238,10.901991908490274,3.141476362172398,92.85714285714286,-1.0,162.60148423367477,20.66571006075156,25.50165392431832,27.379692782614875,105.75184123615836,78.8984375,46.12446999383195,178.1520218878008,0.002464012519530142,0.061893198900242474,0.0006189319890025119,1.0006189319890024,100.06189319890024,60.332855030375775,0.0004988530171834427,71.1164306286604,-5.331102079847,127506.7873473543,127494.57695843514,127499.60895161291,127438.97247230637,127497.97890625,127476.6875,127481.04296875,127425.6212491272,127425.6212491272,127497.97890625,127524.07188982435,127509.777179563,127482.40494791667,127493.48896169355,127558.38671875,127558.38671875,127556.93489583333,127556.208984375,0.4813875625867255,0.9198023090040162,127547.08950892858,83.88012396559499,127425.84352678571,9.326614010989012,23.767621740846145,127556.41612293955,564.8998432159424,27.622437806508838,0.02165548006269605,14.5859375,0,1.0
2023-12-04 11:30:00-03:00,127587.453125,127613.5234375,127587.453125,127613.5234375,21.119264468806197,68.49262507720513,255200.9765625,1.000204332885887,127613.5234375,127399.34375,16281884439.69812,26.0703125,3825034.8984375,1.5707884906348013,127614.0,-0.4430987688045643,127613.0,11.756761627329528,5.105896699801109,0.8964727999687884,357.23035066676516,-2.023189552946359,1.0,12.594624352007674,11.66010675217574,12.5078125,100.0,1.0,208.72263457107977,34.85846465553544,37.53423580539333,23.484210610335186,98.19813829071848,133.3125,51.706450748332145,216.2081274672436,0.00981020080120725,0.10457505444931847,0.001045750544493211,1.0010457505444932,100.10457505444931,67.42923232776772,0.0005315942332329016,81.42226621099974,-0.0,127520.85241850394,127502.25092482643,127500.02591985888,127442.32842924782,127501.16328125,127527.5,127515.27734375,127439.33334296448,127439.33334296448,127501.16328125,127543.30192351993,127529.62813373117,127481.48115234375,127500.94344758065,127600.48828125,127600.48828125,127604.83333333333,127607.005859375,0.43979117606409873,0.9327845528633809,127567.31517857143,84.33701866455065,127436.21495535714,10.084632554945054,36.381383014665815,127577.39981112636,1323.6050300598145,29.898848498901064,0.02342921635068271,59.4921875,1,1.0
2023-12-04 11:31:00-03:00,127577.640625,127591.1484375,127577.640625,127591.1484375,21.33096765651296,81.64422641762667,255168.7890625,1.0001058791527562,127613.5234375,127399.34375,16277777682.290405,13.5078125,3825070.1171875,1.5707884892606145,127592.0,0.07513007183772868,127591.0,11.756586277874575,5.105820546500418,-0.9971737422864972,357.1990319660735,-13.272631289908315,1.0,14.056577966940583,12.029274535563149,21.678485576921958,92.85714285714286,1.0,134.83080589821188,25.74694167139488,33.06197496106841,23.81090398309689,100.99648555566715,131.03125,47.33222869596949,200.7646897910119,0.017002930534475283,0.10280176489030346,0.0010280176489030422,1.001028017648903,100.1028017648903,62.87347083569744,0.0005767608243889555,75.03175842455201,-12.321989416168309,127530.75294806984,127507.98624822473,127500.93029149866,127443.59927087145,127502.33723958333,127535.16796875,127522.73046875,127460.23615430875,127460.23615430875,127502.33723958333,127562.20743679255,127542.85897131014,127481.50205078124,127506.74894153226,127584.39453125,127584.39453125,127586.64583333333,127587.771484375,0.5443708304424422,0.9359700697485388,127581.68683035714,84.63629788509397,127443.22499999999,10.650910027472527,29.961326212643026,127592.33774038461,897.6810684204102,30.326274498979558,0.02376832160409212,35.8828125,1,1.0
2023-12-04 11:32:00-03:00,127615.359375,127617.046875,127615.359375,127617.046875,22.017217492471385,94.35167217241835,255232.40625,1.000013223329921,127617.046875,127399.34375,16285895299.329346,1.6875,3825174.3046875,1.5707884908511536,127618.0,0.745241669307259,127617.0,11.756789237168709,5.105908690601912,-0.666794461830728,357.2352822370713,-0.8947358813826771,1.0,15.818633453857148,12.734491048829586,30.39548277243739,78.57142857142857,1.0,146.43127929841708,31.514678858888928,38.72535478377247,22.341820655930928,93.7824508731195,135.6640625,50.58172080919071,212.32279230593963,0.023839367971940056,0.10641872523420304,0.0010641872523420547,1.001064187252342,100.1064187252342,65.75733942944446,0.000636860404612527,77.17240054761935,-0.0,127542.90252124636,127515.0224176941,127503.05578125,127447.44681585484,127505.81015625,127538.58203125,127524.4921875,127478.63062829169,127478.63062829169,127505.81015625,127580.70138878113,127559.01101742304,127482.90693359375,127514.14956317205,127616.203125,127616.203125,127616.484375,127616.625,0.6384879683974568,0.9468478291939277,127600.63258928571,85.15797004764407,127447.16986607143,11.804824862637362,28.964385361237134,127612.43741414836,838.935619354248,30.010000427623876,0.023515667508760378,25.8984375,1,0.0
2023-12-04 11:33:00-03:00,127698.4609375,127698.4609375,127671.1328125,127671.1328125,23.2495517988243,105.74424729800656,255369.59375,1.0002140509322506,127671.1328125,127399.34375,16303407166.303406,27.328125,3825345.546875,1.5707884941707322,127672.0,-0.9986979084811474,127671.0,11.757212961748323,5.106092711848684,0.05101458218374136,357.3109749398974,-0.05108109444359007,1.0,18.429326167769712,14.05187801572226,41.6141326121724,85.71428571428572,-1.0,182.73736423927636,41.699609244403106,52.36833144863304,18.48153728894083,87.08370438218239,183.5390625,59.120351752632274,278.57094106980105,0.032636595968994195,0.14396621435959212,0.0014396621435958353,1.001439662143596,100.1439662143596,70.84980462220155,0.0007196890219773877,73.06424091646092,-10.253554155063755,127560.59729851635,127525.09405606867,127506.93411458335,127456.03975560202,127511.51822916667,127565.625,127565.19921875,127498.00890283086,127498.00890283086,127511.51822916667,127603.19851942325,127582.79786035797,127485.50224609375,127524.81554099462,127684.796875,127684.796875,127680.2421875,127677.96484375,0.5736744645968689,0.961785256916225,127631.5252232143,86.0285189390035,127444.27723214286,14.40369162087912,38.17127935918405,127645.92891483517,1457.0465679168701,33.68171914707931,0.02638162472995744,81.4140625,0,0.0
2023-12-04 11:34:00-03:00,127667.203125,127667.203125,127609.1875,127609.1875,24.9250173919676,111.71945350112952,255276.390625,1.0004546351727222,127671.1328125,127399.34375,16291508061.17871,58.015625,3825437.2265625,1.5707884903685423,127610.0,-0.6708041054771372,127609.0,11.756727649651879,5.105881943483198,-0.7416345812292047,357.22428178946626,1.105590402881757,1.0,19.174314269114074,14.274044840350342,49.636217948718695,85.71428571428572,-1.0,97.07697304319645,19.736411311803305,28.859159586590806,28.591391642588864,142.80875228345508,112.5390625,51.78829315292482,258.6730167076724,0.038927251333954985,0.08826825165930696,0.0008826825165931139,1.000882682516593,100.0882682516593,59.868205655901654,0.000806891978211155,60.069434586327496,-33.49552982558992,127568.8075089638,127530.51943954811,127510.7187642809,127458.67366141253,127514.57421875,127565.625,127565.19921875,127530.08122837792,127530.08122837792,127514.57421875,127619.18887906242,127592.18093720503,127488.83561197917,127531.1167842742,127638.1953125,127638.1953125,127628.52604166667,127623.69140625,0.8958277314770485,0.9616623887250834,127641.61450892857,86.06524573837592,127452.61316964286,14.53856456043956,26.883908166039202,127656.15307348901,722.7445182800293,35.70054724371651,0.027976470929035973,61.9453125,0,0.0
2023-12-04 11:35:00-03:00,127535.140625,127535.140625,127534.7109375,127534.7109375,26.982361108049144,121.68161128342267,255069.8515625,1.0000033691808046,127671.1328125,127399.34375,16265157293.982788,0.4296875,3825393.71875,1.5707884857922971,127535.0,0.1852917012827573,127534.0,11.756143849176372,5.105628402158153,-0.9826835632266072,357.1200231539811,-5.303440771624309,1.0,18.333497579260904,13.624985711224898,53.11313100960979,85.71428571428572,-1.0,-23.475666863727014,-0.2768846845261883,7.402880611169717,38.47148816907797,207.08468962035116,39.8046875,44.622863843169775,240.19637265712436,0.04165387687790299,0.031220610039084384,0.00031220610039077543,1.0003122061003908,100.03122061003909,49.8615576577369,0.0008807277500189059,48.45114785510869,-73.4304932735426,127566.8607029809,127530.7898587708,127513.3748328293,127459.36885566809,127513.12395833334,127576.2578125,127586.9609375,127698.4609375,-127698.4609375,127513.12395833334,127618.76768211293,127586.6519896917,127492.57262369791,127532.41592741935,127534.92578125,127534.92578125,127534.85416666667,127534.818359375,0.6677883244688667,0.9591897114888266,127625.99709821428,84.94994249575721,127478.88683035714,11.31617445054945,43.972719535229736,127637.31327266483,1933.6000633239746,38.47026261916533,0.03016454292041182,74.4765625,0,1.0
2023-12-04 11:36:00-03:00,127551.5,127566.171875,127551.5,127566.171875,29.05965796026601,127.41321575055488,255117.671875,1.0001150270674983,127671.1328125,127399.34375,16271256571.914062,14.671875,3825412.6796875,1.5707884877260803,127567.0,0.22932063437431482,127566.0,11.756390504047282,5.105735523007524,-0.9733509370469429,357.1640685665343,-4.244497839030763,1.0,18.012550774376866,13.185786111274385,56.902844551281305,71.42857142857143,1.0,4.161210748575714,6.809136357258982,13.840242310884374,36.19336944284108,192.29292607604037,63.515625,47.821187732296636,254.0707388959012,0.04462525155235264,0.049815138655207036,0.0004981513865519959,1.000498151386552,100.0498151386552,53.40456817862949,0.0009491285149154649,51.687664170458994,-59.322449551569505,127568.95170153084,127533.07256949527,127515.37909736224,127460.01969896269,127513.75598958334,127579.36328125,127586.9609375,127695.1859375,-127695.1859375,127513.75598958334,127610.21763390128,127587.28678738732,127497.15989583333,127535.83837365592,127558.8359375,127558.8359375,127561.28125,127562.50390625,0.6659758592608885,0.9615703623390114,127619.37633928572,83.90556722651507,127497.6203125,9.365848214285714,46.56452372204681,127628.7421875,2168.2548694610596,37.969596539224945,0.029764628021001313,31.4609375,1,1.0
2023-12-04 11:37:00-03:00,127586.7734375,127602.3984375,127586.7734375,127602.3984375,31.284966099287736,137.39794550298427,255189.171875,1.0001224656724128,127671.1328125,127399.34375,16280378299.526917,15.625,3825509.4609375,1.5707884899516067,127603.0,-0.9461632612024019,127602.0,11.756674446248306,5.105858837538608,-0.32368979463497977,357.214779142045,0.3421077607934478,1.0,18.20919142760889,13.198968989927263,60.57236578525044,71.42857142857143,1.0,45.493546184275374,14.317318562578258,20.765519919625188,33.71747268134093,178.55771707060893,70.3359375,51.39060816209541,272.14939147476537,0.04750105176638751,0.05515157217816924,0.0005515157217817284,1.0005515157217817,100.05515157217818,57.158659281289125,0.0010196383243066265,50.754845498828615,-47.0336227670887,127575.29363490688,127537.54520614074,127516.58503181704,127462.58033443626,127516.98203125,127583.01953125,127596.33984375,127691.97643750001,-127691.97643750001,127516.98203125,127603.33921377303,127594.19450893994,127502.61429036458,127541.55724126344,127594.5859375,127594.5859375,127597.19010416667,127598.4921875,0.6610758498313845,0.963497907654014,127620.53571428571,83.1157330947116,127512.86160714286,8.282623626373626,45.832873905075594,127628.81833791209,2100.6523303985596,37.84509410785173,0.029658607182362923,36.2265625,1,1.0
2023-12-04 11:38:00-03:00,127634.5625,127642.6328125,127634.5625,127642.6328125,32.071319760585354,146.7025241842044,255277.1953125,1.000063229836354,127671.1328125,127399.34375,16291611595.371582,8.0703125,3825611.2421875,1.5707884924218667,127643.0,0.9619613978778672,127642.0,11.756989707040152,5.105995753560867,-0.27318541138366054,357.27109148726265,-0.283987914677575,1.0,18.888160451221182,13.428726076113286,64.95823317307804,57.142857142857146,1.0,93.02531892618079,21.848349595274208,27.71475775818098,31.16736554278003,165.8035944227083,94.4765625,55.06701529671266,292.94452422656786,0.05093755607128627,0.0740712882707717,0.0007407128827077813,1.0007407128827077,100.07407128827077,60.9241747976371,0.001099233018031498,56.280351624917735,-27.33427686187507,127585.98053415725,127544.32505171231,127518.3784093057,127465.97296613033,127520.37473958333,127583.01953125,127596.33984375,127688.8311275,-127688.8311275,127520.37473958333,127604.59196457342,127607.31698266188,127508.81565755208,127549.66374327957,127638.59765625,127638.59765625,127639.94270833333,127640.615234375,0.6957954230783838,0.9669247427980815,127630.05446428571,82.99870320916082,127524.19776785714,8.142822802197802,37.1794275065111,127638.19728708791,1382.309829711914,38.01575702871946,0.029782962158546603,40.234375,1,0.0
