Datetime,open,high,low,close,HT_DCPERIOD,HT_DCPHASE,ADD,DIV,MAX,MIN,MULT,SUB,SUM,ATAN,CEIL,COS,FLOOR,LN,LOG10,SIN,SQRT,TAN,TANH,ADX,ADXR,APO,AROONOSC,BOP,CCI,CMO,DX,MINUS_DI,MINUS_DM,MOM,PLUS_DI,PLUS_DM,PPO,ROC,ROCP,ROCR,ROCR100,RSI,TRIX,ULTOSC,WILLR,DEMA,EMA,HT_TRENDLINE,KAMA,MA,MIDPOINT,MIDPRICE,SAR,SAREXT,SMA,T3,TEMA,TRIMA,WMA,AVGPRICE,MEDPRICE,TYPPRICE,WCLPRICE,BETA,CORREL,LINEARREG,LINEARREG_ANGLE,LINEARREG_INTERCEPT,LINEARREG_SLOPE,STDDEV,TSF,VAR,ATR,NATR,TRANGE,D+0 ALTA,D+1 ALTA
2023-12-04 11:39:00-03:00,127644.5390625,127644.5390625,127619.7734375,127619.7734375,31.86489081036663,160.20446916701343,255264.3125,1.000194057898184,127671.1328125,127399.34375,16289967155.690369,24.765625,3825707.9921875,1.5707884910185663,127620.0,-0.4131105415385547,127619.0,11.75681060213084,5.105917969287071,0.910680888385016,357.2390984165927,-2.2044484388932597,1.0,19.21254658059576,13.598531864279746,66.36843950320326,57.142857142857146,-1.0,66.75376808778697,15.629883753761458,23.42956626246529,32.530321185237405,168.749543035372,65.7421875,52.43803957067429,272.0199153532416,0.05204097416685495,0.05154065838275379,0.0005154065838275887,1.0005154065838275,100.05154065838275,57.81494187688073,0.001180202616568593,51.598927282368955,-40.18672944180665,127592.71431811451,127549.19268950506,127520.79439815399,127468.70423132197,127523.59973958334,127586.89453125,127600.55859375,127685.7487237,-127685.7487237,127523.59973958334,127609.01621494454,127614.41997119212,127515.751953125,127556.0765625,127632.15625,127632.15625,127628.02864583333,127625.96484375,0.6396230629453651,0.9696177117186263,127629.27522321428,81.44914860203718,127542.81517857143,6.650772664835165,38.433923098981744,127635.92599587912,1477.1664447784424,37.069319026668076,0.029046689261536935,24.765625,0,1.0
2023-12-04 11:40:00-03:00,127614.8828125,127659.0625,127614.8828125,127659.0625,31.041694380048973,172.5009226653596,255273.9453125,1.000346195416446,127671.1328125,127399.34375,16291196300.891113,44.1796875,3825852.984375,1.5707884934301484,127660.0,-0.9026014625376994,127659.0,11.757118415057562,5.1060516507426055,-0.43047717689188375,357.29408405401847,0.4769294032402521,1.0,19.701189181760817,14.159590902999845,67.48923277243739,50.0,1.0,83.17290488796733,22.911766673340498,26.053542996906565,29.797375026807966,156.69600424713116,45.5390625,50.79438348181521,267.1133588994386,0.05291644336820994,0.03568513843463794,0.00035685138434644984,1.0003568513843464,100.03568513843464,61.45588333667025,0.0012692884702181217,54.307962428842714,-21.372266485845056,127603.62590634094,127556.2810643757,127524.31531643774,127473.82277511766,127528.4328125,127601.59765625,127606.2890625,127682.727967976,-127682.727967976,127528.4328125,127618.44908580213,127627.50774913348,127523.48212890625,127564.81609543011,127636.97265625,127636.97265625,127644.3359375,127648.017578125,1.5761447834679403,0.9716635365886628,127636.13839285713,80.51889578508816,127558.29575892857,5.987894917582418,32.328354212896485,127642.12628777472,1045.122486114502,37.57720248904893,0.02943559333208242,44.1796875,1,1.0
2023-12-04 11:41:00-03:00,127663.1484375,127671.1796875,127663.1484375,127671.1796875,31.459374525446474,177.68420880803907,255334.328125,1.0000629096971076,127671.1796875,127399.34375,16298904763.636047,8.03125,3826059.2578125,1.5707884941736079,127672.0,-0.9999913399908663,127671.0,11.757213328902512,5.1060928713017235,0.004161723593854824,357.3110405340143,-0.004161759634731273,1.0,20.31270255060975,14.924237579156529,70.01662660256261,42.85714285714286,1.0,110.84711754510786,25.0600102377813,28.262376345645873,29.075870075156196,145.50343251519323,80.03125,51.98583393458188,260.15102076376445,0.054894989011294915,0.06272476655322379,0.0006272476655322448,1.0006272476655322,100.06272476655323,62.53000511889065,0.0013661645703155756,61.79889838610516,-15.839608092170915,127614.9187831079,127563.6938787708,127529.42485776839,127482.71387214964,127535.30859375,127602.9453125,127612.34375,127679.76762736647,-127679.76762736647,127535.30859375,127631.59032792825,127640.88959761655,127531.9943359375,127574.02557123656,127667.1640625,127667.1640625,127668.50260416667,127669.171875,1.233648356945563,0.9737749154096397,127645.84955357143,80.4645882784583,127568.45848214286,5.953159340659341,25.14187013946053,127651.80271291209,632.1136341094971,35.75862998983115,0.028008380652044838,12.1171875,1,1.0
2023-12-04 11:42:00-03:00,127716.0390625,127731.1328125,127716.0390625,127731.1328125,32.80536415194417,177.14005918423712,255447.171875,1.0001181821023484,127731.1328125,127399.34375,16313314347.778625,15.09375,3826337.0078125,1.570788497850003,127732.0,0.9667226380316088,127731.0,11.757682808802787,5.106296763831777,0.2558267795153723,357.39492555505035,0.26463306997369346,1.0,21.584118774886694,16.130155738316965,67.05629006409436,100.0,1.0,178.3720991795084,34.74897633685269,38.112529690486966,25.753200203850458,135.1103301926794,114.0859375,57.472693745451274,301.5219299949241,0.05256874301862574,0.08939709881528035,0.0008939709881529101,1.0008939709881528,100.08939709881528,67.37448816842635,0.0014805208122803393,78.78708390125472,-0.0,127632.52203802842,127574.4963906243,127535.28745715725,127498.56586882182,127544.56692708333,127632.921875,127632.921875,127534.7109375,127534.7109375,127544.56692708333,127652.2708023988,127663.1793015669,127541.1787109375,127586.65939180108,127723.5859375,127723.5859375,127726.1015625,127727.359375,0.9961874747645649,0.9784580754066625,127669.3015625,82.45549496557778,127571.14598214286,7.550429258241758,37.39632945178811,127676.85199175825,1398.4854564666748,37.486808204843214,0.02934821556767301,59.953125,1,1.0
2023-12-04 11:43:00-03:00,127747.71875,127767.40625,127747.71875,127767.40625,33.356275550366234,178.4397978127805,255515.125,1.0001541123410471,127767.40625,127399.34375,16321994679.041992,19.6875,3826638.015625,1.5707885000726571,127768.0,0.39293838689217486,127767.0,11.757966751230613,5.10642007846136,-0.9195648014721831,357.44566894844314,-2.340226437903402,1.0,23.12772958701556,17.861176969511618,69.20868389423413,57.142857142857146,1.0,187.6105359073289,39.81872859801865,43.194670144690775,23.968532017178415,125.45959232177374,96.2734375,60.41978886126545,316.25808678100094,0.054250779578569254,0.07540736529798586,0.0007540736529798699,1.0007540736529799,100.07540736529799,69.90936429900933,0.0016150616949373031,79.66100294854319,-0.0,127652.86708796183,127586.94218800338,127543.09476814517,127517.18445681073,127554.60052083334,127651.05859375,127651.05859375,127538.639375,127538.639375,127554.60052083334,127680.18420848576,127688.93608688736,127550.94879557291,127601.03612231182,127757.5625,127757.5625,127760.84375,127762.484375,0.9185091051731701,0.9816553330283174,127697.69241071427,84.03677672716118,127573.2372767857,9.57347184065934,52.77560262692884,127707.26588255493,2785.264232635498,37.40013886878298,0.029272049865051542,36.2734375,1,0.0
2023-12-04 11:44:00-03:00,127726.8515625,127726.8515625,127703.84375,127703.84375,32.97452520378382,181.65514391285916,255430.6953125,1.0001801653875433,127767.40625,127399.34375,16311209894.616943,23.0078125,3826893.953125,1.5707884961770342,127704.0,-0.32103496762019157,127703.0,11.757469141411022,5.106203969262571,-0.9470673416210182,357.35674577374357,2.9500441918883737,1.0,23.57271038417357,18.814644175557078,66.9405548878276,57.142857142857146,-1.0,95.46125579324918,21.939787925302166,29.357460747227666,29.179510325726753,160.37319287021847,94.65625,53.43221522767375,293.6682234395009,0.05246894802532044,0.07417667321172328,0.0007417667321171526,1.0007417667321172,100.07417667321172,60.96989396265109,0.0017506945879652847,64.64641355981409,-27.31576296793688,127663.21135814098,127594.48422426122,127552.6352562164,127526.67356555744,127563.13177083334,127651.05859375,127651.05859375,127547.79005,127547.79005,127563.13177083334,127701.92132834968,127699.57476951383,127561.00244140625,127610.66471774194,127715.34765625,127715.34765625,127711.51302083333,127709.595703125,0.9409550902649071,0.9826180178648174,127712.14107142856,84.71177466343347,127571.69151785714,10.803811813186813,39.550575640862164,127722.94488324175,1564.2480335235596,39.26887894958419,0.030749958494952656,63.5625,0,1.0
2023-12-04 11:45:00-03:00,127730.2109375,127752.3984375,127730.2109375,127752.3984375,32.017448312961065,183.26706587898173,255482.609375,1.0001737059685187,127767.40625,127399.34375,16317840800.19342,22.1875,3827163.28125,1.5707884991532068,127753.0,-0.8930036281520409,127752.0,11.757849282351552,5.106369062375388,0.4500494640673306,357.4246751939491,-0.5039727162124207,1.0,24.274187989249356,20.04641072155325,63.04862780448457,57.142857142857146,1.0,114.77111356798527,29.369679684108004,33.393396855234585,26.644553764159063,148.91796480806002,217.6875,53.36118892849482,298.2387967652508,0.049414270499527235,0.17068882534001517,0.0017068882534001313,1.0017068882534002,100.17068882534002,64.684839842054,0.0018953555092515728,66.43917741696418,-6.449555145207318,127678.49608580812,127604.67223801857,127564.6798642589,127538.77637517925,127572.109375,127651.05859375,127651.05859375,127556.574698,127556.574698,127572.109375,127720.71086401585,127717.28136429835,127571.19254557292,127622.87547043011,127741.3046875,127741.3046875,127745.00260416667,127746.8515625,0.9274965734657765,0.9842979216296596,127733.2982142857,85.34704982158883,127573.57008928571,12.286778846153846,34.44010475125039,127745.58499313187,1186.1208152770996,39.93215098889961,0.031257456984993916,48.5546875,1,0.0
2023-12-04 11:46:00-03:00,127755.9609375,127755.9609375,127733.21875,127733.21875,30.72118871196571,182.86302138403238,255489.1796875,1.0001780444251116,127767.40625,127441.4765625,16318680105.046143,22.7421875,3827497.15625,1.570788497977853,127734.0,-0.6988897511567893,127733.0,11.757699139359183,5.106303856102306,0.7152294147530576,357.397843795958,-1.0233794580178392,1.0,24.966032428528088,21.6976792981489,63.65349559293827,57.142857142857146,-1.0,92.13525146398334,24.3353413633971,33.960010139151606,25.52598968770654,138.28096732177002,167.046875,51.778654790561454,280.4985255677329,0.049884530201171645,0.13094919487250944,0.0013094919487251408,1.001309491948725,100.13094919487251,62.16767068169855,0.0020411272346754217,65.348566553039,-14.691959039785125,127689.78485050617,127612.96556137221,127578.34860061113,127554.71812490182,127583.23854166667,127651.05859375,127651.05859375,127565.00796008,127565.00796008,127583.23854166667,127733.99318321416,127728.87004002885,127581.43105468749,127633.26962365591,127744.58984375,127744.58984375,127740.79947916667,127738.904296875,0.9677280706195119,0.9925813964479042,127748.61607142857,85.72153224962268,127574.84821428571,13.366758241758241,21.484462091442797,127761.98282967032,461.5821113586426,38.70429645397821,0.030300885574433403,22.7421875,0,1.0
2023-12-04 11:47:00-03:00,127700.15625,127733.2734375,127700.15625,127733.2734375,29.24090788870822,183.4001861790219,255433.4296875,1.0002593355284168,127767.40625,127456.8125,16311558976.292725,33.1171875,3827788.953125,1.5707884979812048,127734.0,-0.7369395338489297,127733.0,11.757699567497523,5.106304042040425,0.6759586699277716,357.397920303826,-0.9172511975267987,1.0,24.858663143889157,22.016488706501615,69.69436097756261,57.142857142857146,1.0,63.597227470099384,24.344381652250636,23.46286244358303,30.11595010827226,161.466255370215,130.875,48.58035620726828,260.4629165986091,0.0546141919871025,0.10256468655962525,0.001025646865596362,1.0010256468655963,100.10256468655963,62.172190826125316,0.002185527228815154,65.05495920665497,-14.668457277152928,127699.851603065,127620.72735983208,127592.39075769563,127567.5251393094,127592.96510416667,127651.05859375,127651.05859375,127573.1038916768,127573.1038916768,127592.96510416667,127741.94358243677,127738.57141484013,127591.35465494792,127642.94929435484,127716.71484375,127716.71484375,127722.234375,127724.994140625,1.055735933571034,0.9926366665101015,127768.35535714285,86.36029811961411,127563.98616071428,15.720707417582418,21.372359486384717,127784.07606456043,456.7777500152588,38.305217242979765,0.029988440922343183,33.1171875,1,0.0
2023-12-04 11:48:00-03:00,127721.0078125,127721.0078125,127698.390625,127698.390625,27.67771078131409,182.4841271286188,255419.3984375,1.0001771141154505,127767.40625,127460.1171875,16309767146.659302,22.6171875,3828030.53125,1.570788495842642,127699.0,0.48226481565684015,127698.0,11.757426439161263,5.1061854239111355,-0.8760254834075741,357.3491158866914,-1.8164822623737036,1.0,24.71939919024108,21.526448384750992,72.36613581731217,57.142857142857146,-1.0,39.48166580202082,14.913177009939577,22.9089677928161,28.475422735098242,151.69857641519965,55.7578125,45.39937675797353,241.85842255585132,0.05670415084052024,0.043682750246865076,0.0004368275024685926,1.0004368275024687,100.04368275024686,57.45658850496979,0.002319142348627956,60.30663373978109,-29.659224441833135,127704.44461944347,127625.73789306871,127608.67192781027,127574.39419825216,127601.01770833334,127651.05859375,127651.05859375,127580.87598600973,127580.87598600973,127601.01770833334,127741.6516242447,127740.27579855936,127600.66028645833,127649.75094086022,127709.69921875,127709.69921875,127705.9296875,127704.044921875,1.0917438585932246,0.9925113522446055,127768.5,86.12480351076549,127576.58482142857,14.762706043956044,20.195616469318427,127783.26270604396,407.86292457580566,38.06075976133835,0.02980519924726996,34.8828125,0,0.0
2023-12-04 11:49:00-03:00,127716.1484375,127716.1484375,127694.8203125,127694.8203125,26.096672754631967,182.82632550553035,255410.96875,1.0001670241983802,127767.40625,127460.1171875,16308690625.73114,21.328125,3828250.21875,1.5707884956236906,127695.0,-0.07444941504024893,127694.0,11.757398479823681,5.106173281325106,0.9972247914087198,357.34412029932713,-13.39466254865265,1.0,24.505141840778972,21.25884630757792,72.09770633013977,57.142857142857146,-1.0,25.65982261332458,13.96043673020536,21.719796297771566,27.990362813795063,144.43327631411395,75.046875,43.52289721876218,224.5828209447191,0.056490288765680685,0.05880505267998881,0.0005880505267998548,1.0005880505267999,100.05880505267999,56.98021836510269,0.0024409549496562377,53.84213059632877,-33.61919235779418,127707.99308281133,127630.1948233546,127624.16705625827,127580.05093563531,127608.340625,127666.7890625,127659.453125,127588.33719656935,127588.33719656935,127608.340625,127735.32032548334,127740.66271680284,127609.42972005208,127655.80272177419,127705.484375,127705.484375,127701.9296875,127700.15234375,1.0924706912937663,0.9922906801784133,127754.53839285714,84.7367272370747,127613.41919642857,10.855322802197803,22.23632357885878,127765.39371565935,494.45408630371094,36.8655715640999,0.028870060252938187,21.328125,0,0.0
2023-12-04 11:50:00-03:00,127688.1875,127688.1875,127590.359375,127590.359375,24.538905245698945,185.84220238212544,255278.546875,1.000766736025192,127767.40625,127460.1171875,16291781731.067383,97.828125,3828360.3671875,1.5707884892121444,127591.0,-0.6547573705320175,127590.0,11.756580093551058,5.105817860682841,-0.7558391268874602,357.19792745059425,1.1543804787921816,1.0,23.234614507870265,20.721902967739577,64.13731971153175,50.0,-1.0,-93.1338252031941,-9.644018198943678,6.717759180057034,40.87935672146913,238.57755122024867,-68.703125,35.73274052561867,208.54119087723916,0.05025171506881276,-0.05381766374792374,-0.0005381766374792232,0.9994618233625208,99.94618233625208,45.17799090052816,0.0025289923190952024,37.294655158952445,-98.01479174776178,127697.99959073134,127627.6247944285,127638.72406815551,127580.233290275,127612.01223958333,127678.8828125,127677.08984375,127767.40625,-127767.40625,127612.01223958333,127714.09400224377,127721.61697635369,127617.87246093749,127654.64264112903,127639.2734375,127639.2734375,127622.96875,127614.81640625,2.9230252496150175,0.9799401480674559,127713.63526785714,76.8985094885967,127657.77767857142,4.296737637362638,52.463972609172814,127717.9320054945,2752.468421936035,41.69381198809276,0.03267787017164106,104.4609375,0,0.0
